sold_both_auction_private_treaty_detailedposition10price, sold_both_auction_private_treaty_detailedposition65price, for_sale_both_auction_private_treaty_detailedposition60price, for_sale_both_auction_private_treaty_detailedposition45price, datemonth, sold_both_auction_private_treaty_minimumprice, for_rent_home_lease_detailedposition45price, for_rent_home_lease_detailedposition30price, for_sale_both_auction_private_treaty_detailedposition25price, sold_both_auction_private_treaty_detailedposition30price, for_sale_both_auction_private_treaty_position25price, for_rent_home_lease_detailedpricecalcreccount, sold_both_auction_private_treaty_detailedposition50price, for_rent_home_lease_eventcount, for_sale_both_auction_private_treaty_detailedposition65price, for_sale_both_auction_private_treaty_detailedposition40price, propertycategorisation, auction_activity_auctiontotalsold, for_sale_both_auction_private_treaty_detailedposition15price, for_sale_both_auction_private_treaty_detailedposition80price, for_rent_home_lease_detailedposition75price, for_sale_both_auction_private_treaty_position75price, auction_activity_auctionlistedcount, sold_private_treaty_daysonmarketrecordcount, auction_activity_auctionwithdrawncount, gid, sold_both_auction_private_treaty_detailedposition55price, sold_both_auction_private_treaty_detailedpricecalcreccount, for_rent_home_lease_detailedposition80price, enddate, sold_both_auction_private_treaty_detailedposition05price, for_rent_home_lease_detailedposition65price, sold_both_auction_private_treaty_standarddeviationprice, for_sale_both_auction_private_treaty_eventcount, sold_both_auction_private_treaty_detailedposition90price, for_rent_home_lease_detailedposition20price, sa42016id, for_sale_both_auction_private_treaty_minimumprice, for_rent_home_lease_detailedposition35price, auction_activity_auctionpostponedcount, sold_both_auction_private_treaty_detailedposition20price, for_rent_home_lease_geometricmeanprice, for_rent_home_lease_detailedposition90price, for_rent_home_lease_detailedposition15price, sold_both_auction_private_treaty_position75price, sold_both_auction_private_treaty_detailedposition85price, for_sale_both_auction_private_treaty_detailedposition20price, for_rent_home_lease_averageprice, for_sale_both_auction_private_treaty_detailedposition90price, sold_private_treaty_averagediscount, for_rent_home_lease_pricecalcreccount, for_rent_home_lease_detailedposition05price, gross_rental_yield, sa42016code, for_sale_both_auction_private_treaty_detailedpricecalcreccount, for_sale_both_auction_private_treaty_detailedposition70price, for_rent_home_lease_maximumprice, auction_activity_auctionsoldpriorcount, sold_both_auction_private_treaty_position25price, for_sale_both_auction_private_treaty_detailedposition05price, for_sale_both_auction_private_treaty_detailedposition85price, for_rent_home_lease_standarddeviationprice, for_sale_both_auction_private_treaty_detailedposition35price, for_sale_both_auction_private_treaty_pricecalcreccount, sa42016name, sold_both_auction_private_treaty_medianprice, sold_both_auction_private_treaty_detailedposition75price, for_sale_both_auction_private_treaty_detailedposition55price, sold_both_auction_private_treaty_detailedposition35price, sold_both_auction_private_treaty_eventcount, sa42016pid, for_sale_both_auction_private_treaty_detailedposition30price, for_sale_both_auction_private_treaty_totalprice, sold_both_auction_private_treaty_detailedposition15price, sold_both_auction_private_treaty_detailedposition80price, for_rent_home_lease_detailedposition10price, for_rent_home_lease_detailedposition85price, sold_both_auction_private_treaty_totalprice, sold_both_auction_private_treaty_detailedposition70price, for_sale_both_auction_private_treaty_geometricmeanprice, auction_activity_auctionclearancerate, sold_both_auction_private_treaty_detailedposition60price, auction_activity_auctionnotsoldcount, sold_both_auction_private_treaty_detailedposition45price, for_rent_home_lease_medianprice, for_sale_both_auction_private_treaty_detailedposition75price, for_rent_home_lease_totalprice, for_sale_both_auction_private_treaty_medianprice, for_rent_home_lease_detailedposition95price, sold_both_auction_private_treaty_detailedposition95price, dateyear, auction_activity_auctionsoldunderhammercount, sold_both_auction_private_treaty_geometricmeanprice, for_rent_home_lease_position25price, state, for_rent_home_lease_position75price, for_rent_home_lease_detailedposition40price, for_sale_both_auction_private_treaty_detailedposition50price, for_sale_both_auction_private_treaty_detailedposition10price, for_sale_both_auction_private_treaty_standarddeviationprice, for_rent_home_lease_detailedposition55price, sold_both_auction_private_treaty_detailedposition40price, for_rent_home_lease_detailedposition50price, sold_both_auction_private_treaty_averageprice, for_sale_both_auction_private_treaty_detailedposition95price, auction_activity_auctiontotalreported, sold_private_treaty_averagedaysonmarket, auction_activity_auctionsoldaftercount, for_sale_both_auction_private_treaty_averageprice, for_rent_home_lease_detailedposition70price, sold_private_treaty_discountrecordcount, for_sale_both_auction_private_treaty_maximumprice, for_rent_home_lease_detailedposition60price, for_rent_home_lease_minimumprice, for_rent_home_lease_detailedposition25price, sold_both_auction_private_treaty_pricecalcreccount, sold_both_auction_private_treaty_maximumprice, sold_both_auction_private_treaty_detailedposition25price
356000.0,592500.0,518700,440000,3,63000,395,350,360000,440000.0,360000,36026,525000.0,36037,548625,420000,"Unit",2157.0,300000,640000,500,600000,3741.0,4507,172.0,null,545000.0,16807,535,"31/03/2015 12:00:00 AM",300000.0,460,357231.5,11713,837500.0,320,79,1200,365,88.0,403000.0,416.5751,625,300,650000.0,744000.0,339000,442.5901,790000,0.06882957,36026,255,0.03961905,206,10749,570000,10000,497.0,420000.0,210000,690000,181.9354,399900,10749,"Melbourne - Inner",525000.0,650000.0,490000,459000.0,16979,"SA4_16206",380000,5.840399E9,382500.0,692500.0,280,570,9.907698E9,619000.0,467351.9,0.6036944000000001,568000.0,1259.0,500000.0,400.0,600000,1.594475E7,462000.0,750,1062000.0,2015,1660.0,534133.5,340,"VIC",500,380,462000,270000,492132.9,420,480000.0,400,589498.3,1050000.0,3573.0,92.0,67.0,543343.4,485,1657,2.0E7,440,10,340,16807,1.0E7,420000.0
380000.0,610000.0,540000,480000,3,97500,365,340,385000,470000.0,385000,6547,549000.0,6549,567628,450000,"Unit",687.0,323000,660000,440,625000,989.0,867,26.0,null,565000.0,3191,450,"31/03/2015 12:00:00 AM",346000.0,400,246932.1,2607,850000.0,300,80,40000,350,11.0,435000.0,368.0521,500,280,672500.0,766200.0,360000,383.695,785000,0.07516489,6547,210,0.03599272,207,2203,590000,1995,108.0,450000.0,140000,700000,114.1353,430000,2203,"Melbourne - Inner East",549000.0,672500.0,519000,495000.0,3208,"SA4_16207",400000,1.150002E9,406000.0,710000.0,235,480,1.897133E9,643000.0,462122.7,0.7010204000000001,585000.0,275.0,529995.0,380.0,625000,2512051.0,499000.0,575,1000000.0,2015,579.0,555196.1,325,"VIC",440,355,499000,210000,264649.0,385,510000.0,380,594526.3,938000.0,980.0,88.0,12.0,522016.2,420,204,4000000.0,395,99,325,3191,3500000.0,450000.0
350000.0,584000.0,495000,430000,3,110000,350,320,360000,440000.0,360000,8426,517000.0,8429,510000,400000,"Unit",949.0,315000,600000,430,580000,1449.0,1252,45.0,null,535000.0,3847,450,"31/03/2015 12:00:00 AM",291000.0,400,284224.1,3096,835000.0,290,81,39000,330,26.0,400000.0,369.1149,525,275,650000.0,740000.0,341250,386.8565,735000,0.06436751,8426,245,0.0362089,208,2783,549000,8000,165.0,425000.0,250000,660000,158.2813,390000,2783,"Melbourne - Inner South",517000.0,650000.0,475000,460000.0,3867,"SA4_16208",379000,1.411948E9,378000.0,690000.0,260,480,2.213765E9,610000.0,458115.4,0.704006,560000.0,349.0,497500.0,360.0,580000,3259653.0,450000.0,600,1030000.0,2015,784.0,529345.2,300,"VIC",430,345,450000,285000,338987.0,375,479000.0,360,575452.3,895000.0,1348.0,75.0,26.0,507347.5,415,320,9000000.0,385,34,300,3847,4725001.0,425000.0
285000.0,448888.0,380000,340000,3,109000,310,295,290000,358000.0,290000,3806,412000.0,3806,390000,330000,"Unit",281.0,270000,450000,360,429000,461.0,624,12.0,null,425000.0,1529,370,"31/03/2015 12:00:00 AM",253000.0,340,142163.1,1573,590000.0,280,82,35412,300,10.0,335000.0,317.7376,400,270,484000.0,545000.0,280000,324.6361,530000,0.06626526,3806,225,0.04038835,209,1450,400000,1020,64.0,347500.0,220000,480000,67.82868,319950,1450,"Melbourne - North East",412000.0,484000.0,365000,371000.0,1536,"SA4_16209",300000,5.470747E8,310000.0,510000.0,250,385,6.567828E8,466150.0,355197.8,0.6343115,435000.0,157.0,400000.0,320.0,429000,1235565.0,350000.0,440,655000.0,2015,217.0,409843.2,290,"VIC",360,300,350000,255000,143426.2,325,385000.0,320,429550.6,605555.0,443.0,82.0,8.0,377292.9,350,151,2418938.0,330,30,290,1529,1725000.0,347500.0
260000.0,396000.0,359999,315000,3,157000,310,295,285000,315000.0,285000,1659,350000.0,1660,367500,300000,"Unit",117.0,264338,410000,350,390000,214.0,354,12.0,null,364000.0,704,360,"31/03/2015 12:00:00 AM",235000.0,335,110020.3,721,532000.0,280,83,30000,300,3.0,290000.0,315.3878,385,270,440000.0,495000.0,275000,320.6968,477000,0.05741891,1659,240,0.04754286,210,680,380000,1716,46.0,300000.0,230000,449000,65.02225,299900,680,"Melbourne - North West",350000.0,440000.0,340000,322000.0,707,"SA4_16210",295000,2.406483E8,276500.0,465000.0,260,370,2.656217E8,420000.0,336267.1,0.5598085999999999,380000.0,85.0,339500.0,320.0,390000,532036.0,329950.0,405,590000.0,2015,71.0,362642.6,290,"VIC",350,300,329950,250000,172219.1,320,330000.0,320,377303.6,520000.0,209.0,112.0,6.0,353894.6,340,138,4000000.0,330,66,290,704,990000.0,300000.0
320000.0,460000.0,390000,360000,3,120000,330,310,320000,375000.0,320000,2511,421260.0,2511,400000,350000,"Unit",133.0,290000,455000,365,440000,178.0,724,6.0,null,433000.0,1320,380,"31/03/2015 12:00:00 AM",290000.0,350,178709.5,1182,599000.0,300,84,50000,320,2.0,350000.0,333.3466,400,290,505000.0,550000.0,300000,337.9833,500000,0.05500069999999999,2511,260,0.04069919,211,1122,420000,625,24.0,365000.0,250000,480000,54.76458,345000,1122,"Melbourne - Outer East",421630.0,505000.0,380000,385000.0,1335,"SA4_16211",330000,4.321874E8,340000.0,525000.0,280,390,5.910834E8,485000.0,370126.4,0.7348066999999999,448000.0,42.0,410000.0,330.0,440000,848676.0,375000.0,430,665000.0,2015,109.0,429119.0,305,"VIC",365,320,375000,275000,117037.2,340,400000.0,330,447790.5,560000.0,181.0,51.0,2.0,385193.7,360,86,2250000.0,350,34,305,1320,4400000.0,365000.0
251000.0,440000.0,350000,311470,3,110000,300,280,270000,325000.0,270000,5312,384000.0,5315,360000,300000,"Unit",239.0,245000,430000,360,400000,391.0,922,16.0,null,405000.0,1903,375,"31/03/2015 12:00:00 AM",215000.0,340,190249.2,2643,670000.0,260,85,15000,290,8.0,290000.0,313.0544,420,250,499000.0,610000.0,260000,322.1274,525000,0.06243692,5312,220,0.04197917,212,2480,380000,923,45.0,308000.0,195000,473813,79.19926,290000,2480,"Melbourne - South East",384000.0,499000.0,340000,340000.0,1910,"SA4_16212",280000,8.880082E8,273000.0,550000.0,235,390,8.158512E8,468000.0,333731.7,0.6407506,421785.0,114.0,365000.0,310.0,400000,1711141.0,329000.0,470,780000.0,2015,194.0,396006.4,270,"VIC",360,295,329000,225000,147648.3,320,352000.0,310,428718.4,648375.0,373.0,102.0,14.0,358067.8,350,287,1720000.0,330,50,270,1903,2650000.0,308000.0
238000.0,419900.0,340000,300000,3,107500,290,265,260000,305000.0,260000,5598,360000.0,5598,360000,290000,"Unit",212.0,238000,420000,340,395000,437.0,910,22.0,null,379000.0,1781,350,"31/03/2015 12:00:00 AM",200000.0,320,138859.0,2295,555000.0,250,86,22000,270,29.0,279000.0,295.9252,395,230,465000.0,510000.0,249375,304.4385,490000,0.06519366,5598,200,0.04318889,213,2178,379000,1300,81.0,290000.0,184538,450000,76.64582,284000,2178,"Melbourne - West",360000.0,465000.0,329000,317000.0,1789,"SA4_16213",270000,7.438074E8,260000.0,485000.0,220,370,6.859934E8,439000.0,318778.7,0.5394401999999999,395000.0,161.0,345000.0,299.0,395000,1704247.0,310000.0,430,615000.0,2015,131.0,362615.5,260,"VIC",340,280,310000,210100,149844.0,300,330000.0,299,385173.2,565000.0,393.0,113.0,9.0,341509.4,330,367,2700000.0,310,46,260,1781,1250000.0,290000.0
235000.0,385000.0,335000,299000,3,110000,285,265,260000,290000.0,260000,1704,330000.0,1704,350000,290000,"Unit",36.0,235000,425000,330,390000,71.0,607,5.0,null,345000.0,819,350,"31/03/2015 12:00:00 AM",200000.0,315,171211.9,1281,570000.0,250,87,32000,270,1.0,270000.0,293.7534,380,240,445000.0,515000.0,250000,302.8644,530000,0.06515263,1704,205,0.04569697,214,1246,369950,2450,11.0,279950.0,170000,460000,98.02623,282500,1246,"Mornington Peninsula",330000.0,445000.0,320000,300000.0,839,"SA4_16214",275000,4.339908E8,252500.0,479500.0,225,360,3.108216E8,410000.0,318682.4,0.5217391,360000.0,26.0,316000.0,290.0,390000,516081.0,310000.0,415,663002.0,2015,25.0,350894.2,260,"VIC",330,280,310000,210000,166396.8,300,310000.0,290,379513.6,635000.0,69.0,116.0,3.0,348307.2,320,289,1725000.0,305,65,260,819,1700000.0,279950.0
