sold_both_auction_private_treaty_detailedposition10price, sold_both_auction_private_treaty_detailedposition65price, for_sale_both_auction_private_treaty_detailedposition60price, for_sale_both_auction_private_treaty_detailedposition45price, datemonth, sold_both_auction_private_treaty_minimumprice, for_rent_home_lease_detailedposition45price, for_rent_home_lease_detailedposition30price, for_sale_both_auction_private_treaty_detailedposition25price, sold_both_auction_private_treaty_detailedposition30price, for_sale_both_auction_private_treaty_position25price, for_rent_home_lease_detailedpricecalcreccount, sold_both_auction_private_treaty_detailedposition50price, for_rent_home_lease_eventcount, for_sale_both_auction_private_treaty_detailedposition65price, for_sale_both_auction_private_treaty_detailedposition40price, propertycategorisation, auction_activity_auctiontotalsold, for_sale_both_auction_private_treaty_detailedposition15price, for_sale_both_auction_private_treaty_detailedposition80price, for_rent_home_lease_detailedposition75price, for_sale_both_auction_private_treaty_position75price, auction_activity_auctionlistedcount, sold_private_treaty_daysonmarketrecordcount, auction_activity_auctionwithdrawncount, gid, sold_both_auction_private_treaty_detailedposition55price, sold_both_auction_private_treaty_detailedpricecalcreccount, for_rent_home_lease_detailedposition80price, enddate, sold_both_auction_private_treaty_detailedposition05price, for_rent_home_lease_detailedposition65price, sold_both_auction_private_treaty_standarddeviationprice, for_sale_both_auction_private_treaty_eventcount, sold_both_auction_private_treaty_detailedposition90price, for_rent_home_lease_detailedposition20price, sa42016id, for_sale_both_auction_private_treaty_minimumprice, for_rent_home_lease_detailedposition35price, auction_activity_auctionpostponedcount, sold_both_auction_private_treaty_detailedposition20price, for_rent_home_lease_geometricmeanprice, for_rent_home_lease_detailedposition90price, for_rent_home_lease_detailedposition15price, sold_both_auction_private_treaty_position75price, sold_both_auction_private_treaty_detailedposition85price, for_sale_both_auction_private_treaty_detailedposition20price, for_rent_home_lease_averageprice, for_sale_both_auction_private_treaty_detailedposition90price, sold_private_treaty_averagediscount, for_rent_home_lease_pricecalcreccount, for_rent_home_lease_detailedposition05price, gross_rental_yield, sa42016code, for_sale_both_auction_private_treaty_detailedpricecalcreccount, for_sale_both_auction_private_treaty_detailedposition70price, for_rent_home_lease_maximumprice, auction_activity_auctionsoldpriorcount, sold_both_auction_private_treaty_position25price, for_sale_both_auction_private_treaty_detailedposition05price, for_sale_both_auction_private_treaty_detailedposition85price, for_rent_home_lease_standarddeviationprice, for_sale_both_auction_private_treaty_detailedposition35price, for_sale_both_auction_private_treaty_pricecalcreccount, sa42016name, sold_both_auction_private_treaty_medianprice, sold_both_auction_private_treaty_detailedposition75price, for_sale_both_auction_private_treaty_detailedposition55price, sold_both_auction_private_treaty_detailedposition35price, sold_both_auction_private_treaty_eventcount, sa42016pid, for_sale_both_auction_private_treaty_detailedposition30price, for_sale_both_auction_private_treaty_totalprice, sold_both_auction_private_treaty_detailedposition15price, sold_both_auction_private_treaty_detailedposition80price, for_rent_home_lease_detailedposition10price, for_rent_home_lease_detailedposition85price, sold_both_auction_private_treaty_totalprice, sold_both_auction_private_treaty_detailedposition70price, for_sale_both_auction_private_treaty_geometricmeanprice, auction_activity_auctionclearancerate, sold_both_auction_private_treaty_detailedposition60price, auction_activity_auctionnotsoldcount, sold_both_auction_private_treaty_detailedposition45price, for_rent_home_lease_medianprice, for_sale_both_auction_private_treaty_detailedposition75price, for_rent_home_lease_totalprice, for_sale_both_auction_private_treaty_medianprice, for_rent_home_lease_detailedposition95price, sold_both_auction_private_treaty_detailedposition95price, dateyear, auction_activity_auctionsoldunderhammercount, sold_both_auction_private_treaty_geometricmeanprice, for_rent_home_lease_position25price, state, for_rent_home_lease_position75price, for_rent_home_lease_detailedposition40price, for_sale_both_auction_private_treaty_detailedposition50price, for_sale_both_auction_private_treaty_detailedposition10price, for_sale_both_auction_private_treaty_standarddeviationprice, for_rent_home_lease_detailedposition55price, sold_both_auction_private_treaty_detailedposition40price, for_rent_home_lease_detailedposition50price, sold_both_auction_private_treaty_averageprice, for_sale_both_auction_private_treaty_detailedposition95price, auction_activity_auctiontotalreported, sold_private_treaty_averagedaysonmarket, auction_activity_auctionsoldaftercount, for_sale_both_auction_private_treaty_averageprice, for_rent_home_lease_detailedposition70price, sold_private_treaty_discountrecordcount, for_sale_both_auction_private_treaty_maximumprice, for_rent_home_lease_detailedposition60price, for_rent_home_lease_minimumprice, for_rent_home_lease_detailedposition25price, sold_both_auction_private_treaty_pricecalcreccount, sold_both_auction_private_treaty_maximumprice, sold_both_auction_private_treaty_detailedposition25price
355000.0,610000.0,520000,445000,9,20000,395,350,360000,445000.0,360000,36150,535000.0,36165,550000,420000,"Unit",2366.0,310000,649000,500,600000,4023.0,4830,218.0,null,560000.0,15540,540,"30/09/2015 12:00:00 AM",296500.0,460,414251.3,12621,905000.0,320,79,12345,365,162.0,407000.0,417.5958,625,300,685000.0,795000.0,340000,442.6484,800000,0.06793951,36150,255,0.0388785,206,11449,575500,3432,578.0,425000.0,215000,699000,172.3358,400000,11449,"Melbourne - Inner",535000.0,685000.0,495000,464900.0,15709,"SA4_16206",385000,6.377341E9,385000.0,730000.0,280,570,9.642079E9,645000.0,475143.2,0.6012706999999999,585000.0,1366.0,510000.0,400.0,600000,1.600174E7,465000.0,730,1210000.0,2015,1788.0,551955.6,340,"VIC",500,380,465000,275000,516624.1,420,487500.0,400,620468.4,1150000.0,3935.0,97.0,71.0,557021.6,485,1804,2.0E7,445,25,340,15540,1.0E7,425000.0
375000.0,625000.0,550000,490000,9,98000,370,345,385000,477800.0,385000,6651,555000.0,6653,580000,460000,"Unit",667.0,320000,680000,445,650000,954.0,882,29.0,null,574000.0,3236,460,"30/09/2015 12:00:00 AM",339800.0,410,286241.7,2756,885000.0,315,80,10000,350,13.0,435200.0,374.968,520,290,687000.0,791000.0,360000,390.6979,799000,0.0738138,6651,215,0.03560361,207,2305,600000,1896,107.0,452500.0,139500,726000,116.6387,439000,2305,"Melbourne - Inner East",555000.0,687000.0,529000,499000.0,3249,"SA4_16207",405000,1.235797E9,405000.0,735000.0,250,485,1.981241E9,650000.0,468816.5,0.7043295,596000.0,258.0,540000.0,380.0,650000,2598532.0,500000.0,580,1100000.0,2015,560.0,565111.8,330,"VIC",445,360,500000,220000,299881.3,390,520000.0,380,612250.0,960000.0,947.0,104.0,8.0,536137.6,429,190,5750000.0,400,80,330,3236,5350000.0,452500.0
345000.0,600000.0,500000,440000,9,110000,350,320,360000,451000.0,360000,8741,535000.0,8743,530000,420000,"Unit",1015.0,315000,620000,430,590000,1474.0,1236,52.0,null,555000.0,3725,450,"30/09/2015 12:00:00 AM",290000.0,400,296726.8,3163,867500.0,290,81,39000,330,29.0,407500.0,368.5402,525,275,666150.0,772500.0,349125,386.3076,750000,0.06034163,8741,245,0.03499065,208,2808,555000,8000,198.0,430000.0,250000,680000,156.3305,400000,2808,"Melbourne - Inner South",535000.0,666150.0,485000,475000.0,3748,"SA4_16208",385000,1.460185E9,380000.0,710000.0,260,480,2.21292E9,630000.0,466545.0,0.7063326,575450.0,373.0,517550.0,360.0,590000,3376715.0,460000.0,599,1100000.0,2015,817.0,544001.8,300,"VIC",430,345,460000,289000,352982.7,375,495000.0,360,594072.6,900000.0,1437.0,73.0,29.0,520008.8,415,291,9450000.0,390,58,300,3725,3600000.0,430000.0
291000.0,456500.0,380000,349000,9,109000,320,300,299900,359000.0,299900,3876,415000.0,3876,400000,330750,"Unit",288.0,275000,470000,360,440000,462.0,628,11.0,null,427500.0,1587,370,"30/09/2015 12:00:00 AM",265000.0,345,149341.6,1622,611000.0,280,82,20000,300,10.0,335000.0,322.6302,410,270,505000.0,572500.0,285000,329.3145,549000,0.07215521,3876,230,0.04009639,209,1488,420000,780,59.0,347000.0,230000,500000,67.6936,320000,1488,"Melbourne - North East",415000.0,505000.0,370000,375000.0,1597,"SA4_16209",305000,5.725407E8,315000.0,531000.0,260,390,6.985372E8,479000.0,363363.6,0.6414254,441500.0,157.0,400000.0,320.0,440000,1276423.0,355000.0,450,706000.0,2015,229.0,419191.3,290,"VIC",360,310,355000,250000,144104.0,330,386000.0,320,440162.1,629000.0,449.0,92.0,7.0,384772.0,350,137,2418938.0,340,33,290,1587,1805000.0,347000.0
266000.0,412000.0,368000,329950,9,137500,315,300,290000,318000.0,290000,1675,370000.0,1676,380000,314000,"Unit",113.0,263839,435000,350,400000,208.0,348,9.0,null,383000.0,740,360,"30/09/2015 12:00:00 AM",249000.0,340,116123.3,730,552000.0,280,83,30000,300,7.0,295000.0,318.2678,390,275,455000.0,505000.0,275000,323.3731,495000,0.0560024,1675,240,0.04497297,210,678,390000,1716,34.0,307000.0,230000,460000,63.49364,300000,678,"Melbourne - North West",370000.0,455000.0,350000,330000.0,746,"SA4_16210",295000,2.468908E8,281500.0,480000.0,260,370,2.893611E8,432500.0,343819.0,0.5458937,395000.0,86.0,351500.0,320.0,400000,541650.0,340000.0,410,610000.0,2015,79.0,375453.9,290,"VIC",350,310,340000,250000,177728.5,325,339900.0,320,391028.5,570000.0,207.0,105.0,5.0,364145.8,350,126,4000000.0,330,66,290,740,990000.0,307000.0
330000.0,480000.0,400000,372000,9,140000,330,315,330000,385000.0,330000,2650,432000.0,2650,420000,360000,"Unit",162.0,300000,468825,370,450000,203.0,752,7.0,null,449000.0,1461,380,"30/09/2015 12:00:00 AM",300000.0,350,174238.9,1286,630000.0,300,84,30000,320,3.0,361000.0,336.5374,400,295,520000.0,585000.0,320000,340.6826,531000,0.04236746,2650,260,0.04092593,211,1212,430000,600,28.0,372000.0,250000,493264,52.69155,350000,1212,"Melbourne - Outer East",432000.0,520000.0,390000,395000.0,1472,"SA4_16211",342500,4.853496E8,350000.0,544250.0,280,390,6.786623E8,500500.0,383785.5,0.7534884,463000.0,44.0,420000.0,340.0,450000,902809.0,380000.0,430,730000.0,2015,134.0,444837.3,310,"VIC",370,330,380000,285000,130892.7,345,410000.0,340,464519.0,595000.0,215.0,47.0,5.0,400453.4,360,86,2250000.0,350,73,310,1461,4400000.0,372000.0
260000.0,465000.0,350000,319000,9,121500,310,280,272000,330000.0,272000,5449,400000.0,5451,365000,300000,"Unit",308.0,245000,440000,365,400000,467.0,924,18.0,null,420000.0,1835,380,"30/09/2015 12:00:00 AM",221500.0,345,204223.5,2690,740000.0,260,85,15000,290,15.0,293400.0,316.4352,425,250,550000.0,655000.0,260000,325.4492,550000,0.059637,5449,220,0.0416,212,2487,384000,750,53.0,312000.0,195000,480000,79.26685,295000,2487,"Melbourne - South East",400000.0,550000.0,340000,345000.0,1850,"SA4_16212",285000,9.017056E8,276000.0,600000.0,240,395,8.308314E8,499000.0,335528.9,0.7015945,440000.0,117.0,377000.0,320.0,400000,1773373.0,330000.0,475,860000.0,2015,255.0,415141.1,270,"VIC",365,300,330000,220000,155838.5,325,360000.0,320,452769.2,675000.0,439.0,111.0,10.0,362567.6,350,251,1550000.0,335,73,270,1835,2090000.0,312000.0
240000.0,434050.0,350000,300000,9,87000,290,270,265000,315000.0,265000,5568,370900.0,5569,364088,295000,"Unit",221.0,239000,430000,350,400000,461.0,967,28.0,null,387200.0,1894,360,"30/09/2015 12:00:00 AM",200000.0,320,145277.2,2326,590000.0,250,86,22000,275,33.0,282500.0,298.5219,400,238,480000.0,550000.0,250000,307.1528,500000,0.06200935,5568,200,0.04205985,213,2218,380000,1300,88.0,300000.0,190000,460000,77.35414,287500,2218,"Melbourne - West",370900.0,480000.0,335000,327000.0,1901,"SA4_16213",279000,7.694145E8,265000.0,510000.0,220,370,7.56111E8,459000.0,323912.5,0.5390244000000001,410000.0,168.0,356768.0,300.0,400000,1710227.0,320000.0,440,650000.0,2015,133.0,374548.5,260,"VIC",350,280,320000,215000,146465.7,300,343000.0,300,399213.8,579888.0,410.0,123.0,6.0,346895.6,330,371,2700000.0,315,46,260,1894,1470000.0,300000.0
245000.0,415000.0,339000,300000,9,103500,290,265,265000,299950.0,265000,1665,345000.0,1665,350000,295000,"Unit",28.0,230000,450000,335,410000,70.0,626,4.0,null,360000.0,864,350,"30/09/2015 12:00:00 AM",216000.0,320,181425.9,1261,600000.0,250,87,33500,275,3.0,278000.0,294.5613,380,235,480000.0,540000.0,250000,304.3189,549000,0.06390041,1665,210,0.04446377,214,1237,380000,2450,6.0,288000.0,170000,499000,100.5515,287500,1237,"Mornington Peninsula",345000.0,480000.0,325000,310000.0,885,"SA4_16214",279000,4.425531E8,265000.0,509500.0,225,360,3.444155E8,445000.0,324780.1,0.4444444,385000.0,29.0,330000.0,295.0,410000,506691.0,310000.0,425,677500.0,2015,22.0,368262.6,260,"VIC",335,280,310000,210000,177763.0,300,315500.0,295,398629.0,650000.0,63.0,98.0,4.0,357763.2,325,257,1900000.0,310,92,260,864,1960000.0,288000.0
