geography_name,rai_cityadjusted_total_2011_q2,rai_cityadjusted_total_2011_q3,rai_cityadjusted_total_2020_q1,rai_cityadjusted_total_2011_q1,state,rai_cityadjusted_total_2019_q4,rai_cityadjusted_total_2020_q3,rai_cityadjusted_total_2020_q2,rai_cityadjusted_total_2011_q4,rai_cityadjusted_total_2020_q4,city,unique_id,rai_cityadjusted_total_2017_q4,rai_cityadjusted_total_2017_q3,rai_cityadjusted_total_2017_q2,rai_cityadjusted_total_2018_q1,rai_cityadjusted_total_2018_q2,rai_cityadjusted_total_2013_q1,rai_cityadjusted_total_2021_q2,rai_cityadjusted_total_2021_q1,rai_cityadjusted_total_2013_q3,rai_cityadjusted_total_2013_q2,rai_cityadjusted_total_2013_q4,rai_cityadjusted_total_2017_q1,rai_cityadjusted_total_2018_q4,rai_cityadjusted_total_2018_q3,rai_cityadjusted_total_2019_q3,rai_cityadjusted_total_2019_q2,rai_cityadjusted_total_2019_q1,rai_cityadjusted_total_2016_q3,rai_cityadjusted_total_2016_q4,rai_cityadjusted_total_2016_q1,rai_cityadjusted_total_2016_q2,rai_cityadjusted_total_2015_q2,rai_cityadjusted_total_2012_q2,rai_cityadjusted_total_2015_q3,rai_cityadjusted_total_2012_q1,rai_cityadjusted_total_2014_q3,rai_cityadjusted_total_2012_q4,rai_cityadjusted_total_2015_q1,rai_cityadjusted_total_2014_q4,rai_cityadjusted_total_2012_q3,rai_cityadjusted_total_2014_q1,rai_cityadjusted_total_2014_q2,rai_cityadjusted_total_2015_q4
"3196",133.1361,123.6264,124.5629,118.7783,"VIC",135.3276,134.1682,128.9593,123.6264,134.1682,"Greater Melbourne",1484,129.8077,129.8077,129.8077,123.6264,123.6264,131.8681,135.7466,134.1682,131.8681,131.8681,130.9329,129.8077,123.6264,123.6264,133.6773,130.4945,123.6264,129.0486,129.0486,124.148,130.7692,126.4489,131.1189,127.321,123.6264,129.1017,131.8681,123.0769,128.2051,127.2624,128.2051,131.8681,129.0486
"3197",123.6264,123.6264,124.5629,115.3846,"VIC",124.5629,121.4575,124.5629,120.1923,131.1189,"Greater Melbourne",1485,126.6417,120.7513,120.0534,120.7513,115.3846,130.9329,122.7496,122.7496,122.2618,131.8681,126.4489,123.6264,115.3846,115.3846,121.7949,121.7949,110.4746,116.0674,122.5962,122.5962,116.7582,118.3432,117.7394,116.8452,120.1923,118.3432,121.4575,119.8801,116.8452,120.1923,126.4489,121.4575,125.7396
"3201",135.2163,135.2163,144.2308,126.2019,"VIC",148.1289,155.9252,147.1347,135.2163,151.8219,"Greater Melbourne",1489,142.255,140.3326,148.3516,138.4615,140.3326,144.2308,146.0565,147.929,139.8601,142.0118,142.0118,148.3516,140.3326,140.3326,148.1289,146.1538,140.3326,138.1365,136.2179,140.1099,140.1099,139.8601,135.2163,135.7466,138.4615,139.8601,144.2308,139.8601,139.8601,131.1189,144.2308,139.8601,142.1405
"3198",144.2308,144.2308,140.5325,134.6154,"VIC",140.5325,142.4501,142.3576,144.2308,144.2308,"Greater Melbourne",1486,140.3326,148.3516,142.255,140.3326,136.6397,148.8834,137.3626,146.0565,148.8834,148.8834,147.6923,144.2308,136.6397,137.5446,146.1538,148.1289,136.6397,144.2308,140.1099,148.6014,144.2308,139.8601,144.2308,143.1127,144.2308,144.2308,153.8462,139.8601,144.2308,146.6754,144.2308,148.8834,144.2308
"3202",82.81192,106.8376,89.84868,null,"VIC",97.87088,103.9501,104.8951,85.68165,97.78357,"Greater Melbourne",1490,103.8462,103.8462,115.3846,125.1158,100.8215,null,137.3626,108.8534,146.5201,null,115.3846,129.9702,88.00522,135.7466,99.65035,120.4565,112.8763,115.3846,115.3846,122.5962,107.7768,102.5641,null,124.7401,81.25677,119.8801,98.7248,118.4951,103.7165,81.64006,116.8452,115.3846,98.07692
"3199",149.2042,149.2042,154.3879,146.8531,"VIC",152.2436,160.2564,152.2436,151.8219,155.9252,"Greater Melbourne",1487,146.2622,148.3516,152.7149,148.3516,144.2308,159.1512,151.8219,160.2564,156.4537,156.4537,156.4537,152.7149,146.2622,148.3516,152.2436,156.5934,148.5639,148.6014,148.6014,148.6014,150.8876,148.8834,149.2042,144.2308,149.2042,153.8462,156.4537,148.8834,148.8834,149.2042,153.8462,153.8462,148.6014
"3216",96.15385,96.15385,122.3776,104.8951,"VIC",109.1476,109.1476,110.6428,102.3573,109.1476,"Rest of Vic.",1499,104.1667,110.2941,110.2941,120.9677,104.1667,114.3451,103.5503,115.3846,102.3573,99.15865,99.15865,119.3634,107.1429,107.1429,104.1667,101.3514,117.1875,106.673,101.81,119.3634,104.8951,111.6625,99.15865,108.1731,119.7388,108.1731,97.63314,128.2051,104.8951,100.7326,117.3403,108.1731,106.5089
"3204",109.5424,110.9467,114.1827,104.8951,"VIC",111.2847,121.4575,119.1472,109.5424,120.1923,"Greater Melbourne",1491,110.4746,115.3846,108.6257,110.4746,105.9655,112.5704,128.2051,120.1923,116.8452,117.5894,116.8452,112.8763,107.0579,108.1731,109.6154,109.6154,104.8951,108.9744,108.9744,115.3846,115.3846,112.5704,110.9467,109.8901,108.4442,111.8881,121.4575,109.8901,109.8901,123.6264,109.8901,115.3846,114.0429
"3205",88.30455,86.53846,101.4957,82.41758,"VIC",101.028,128.2051,109.6154,86.53846,132.626,"Greater Melbourne",1492,97.96807,103.8462,97.05248,99.37431,97.96807,100.3344,137.3626,137.3626,92.30769,92.30769,90.49774,101.81,98.9011,99.85207,102.9252,101.028,94.40559,98.07692,98.07692,98.07692,98.07692,95.16257,86.53846,92.30769,84.84163,94.19152,92.30769,94.19152,92.30769,86.53846,92.30769,92.30769,96.15385
"3206",82.41758,78.67133,76.12179,70.8502,"VIC",78.2967,92.67841,84.31953,77.26648,88.7574,"Greater Melbourne",1493,78.67133,79.88166,74.17582,71.1275,74.17582,82.41758,87.41259,88.7574,83.91608,86.26887,73.26007,76.35747,79.88166,75.25084,80.01123,75.07903,78.37446,71.85123,74.58321,70.05495,75.44379,72.39819,79.39308,77.56949,78.67133,79.5756,88.7574,79.92008,83.61204,78.67133,78.22686,83.91608,77.83883
"3218",110.9467,104.8951,106.2753,106.8376,"VIC",110.6428,109.1476,112.1795,115.3846,110.6428,"Rest of Vic.",1501,112.782,117.1875,113.6364,113.6364,113.6364,107.5619,106.2753,102.2395,112.3213,109.4164,107.5619,104.8951,110.2941,110.2941,107.1429,104.1667,102.0408,111.6625,108.1731,115.3846,115.3846,117.3403,111.336,118.3432,108.4813,119.3634,109.4164,115.3846,116.3542,107.5619,115.3846,115.3846,119.3634
"3207",83.21006,82.41758,85.63702,76.92308,"VIC",86.99634,101.2146,99.65035,75.91093,96.96186,"Greater Melbourne",1494,83.7469,94.40559,89.52255,83.7469,81.76863,92.30769,96.15385,97.78357,90.49774,83.91608,83.91608,89.52255,85.1198,86.53846,85.63702,88.04449,86.53846,86.79374,89.16084,84.54907,89.16084,83.91608,81.25677,83.91608,78.67133,85.47009,87.08273,87.08273,84.68596,78.67133,83.91608,88.7574,89.97883
"3211",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1495,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3212",96.15385,96.15385,100.9615,93.05211,"VIC",100.9615,100.9615,100.9615,96.15385,100.9615,"Rest of Vic.",1496,100.0,104.8951,104.1667,96.15385,98.68421,99.15865,91.78322,98.49906,97.63314,97.63314,96.15385,98.19967,96.15385,96.15385,96.15385,93.75,96.15385,101.81,98.9011,104.1064,101.81,103.3295,94.71871,101.81,99.15865,104.8951,96.15385,106.5089,106.5089,96.88784,101.81,103.3295,104.8951
"3214",115.3846,117.7394,130.273,120.1923,"VIC",134.6154,134.6154,134.6154,129.5133,134.6154,"Rest of Vic.",1497,138.8889,144.2308,138.8889,136.3636,135.1351,126.9231,126.2019,130.273,128.2051,126.9231,126.9231,133.1361,133.9286,133.9286,127.1186,129.3103,132.7434,138.4615,138.4615,138.4615,138.4615,138.4615,126.9231,139.8601,126.9231,138.4615,126.9231,138.4615,138.4615,126.9231,138.4615,138.4615,138.4615
"3215",103.022,96.15385,112.1795,103.022,"VIC",115.3846,110.6428,115.3846,109.4164,110.6428,"Rest of Vic.",1498,113.6364,110.2941,113.6364,108.6957,110.2941,107.5619,106.2753,106.2753,109.4164,109.4164,105.7692,108.1731,107.1429,111.9403,104.1667,107.1429,107.1429,114.431,108.1731,109.8901,109.5424,111.6625,107.5619,111.6625,105.7692,115.3846,109.4164,110.9467,116.3542,109.4164,115.3846,115.3846,115.3846
"3219",103.022,103.022,118.7783,103.022,"VIC",122.3776,118.7783,118.7783,109.4164,115.3846,"Rest of Vic.",1502,118.1102,125.0,120.9677,117.1875,120.9677,109.4164,115.3846,115.3846,113.3242,111.336,109.4164,111.8972,113.6364,117.1875,113.6364,113.6364,110.2941,117.3403,115.3846,115.3846,115.3846,119.3634,113.3242,119.3634,110.3679,119.3634,111.336,119.3634,120.4013,110.5063,117.3403,119.3634,117.3403
"3226",83.61204,86.75535,93.91771,87.41259,"VIC",93.91771,92.30769,100.9615,96.15385,85.92471,"Rest of Vic.",1509,92.59259,95.5414,96.15385,93.75,93.75,96.15385,80.76923,76.19739,93.32579,93.32579,85.66044,91.09312,87.2093,91.46341,89.28571,83.33333,87.2093,93.55509,92.30769,96.15385,92.92721,98.9011,93.32579,98.9011,93.32579,95.49072,90.65934,96.15385,98.9011,90.65934,98.9011,108.1731,93.55509
"3220",90.14423,96.15385,100.9615,96.15385,"VIC",105.5807,102.2395,101.5965,97.63314,100.9615,"Rest of Vic.",1503,107.1429,107.1429,107.1429,101.3514,104.1667,96.15385,93.37483,99.7151,103.1895,105.7692,96.15385,98.9011,101.3514,107.1429,98.68421,98.68421,101.3514,98.9011,99.61262,100.3344,104.8951,111.6625,105.7692,106.5089,105.7692,113.4931,99.15865,104.8951,104.8951,99.15865,104.8951,105.6958,104.8951
"3221",96.15385,null,null,null,"VIC",null,null,null,109.4164,null,"Rest of Vic.",1504,null,null,null,null,null,105.7692,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,105.7692,null,74.66063,null,96.15385,null,null,113.3242,null,null,null
"3222",101.2146,96.15385,104.8951,100.3344,"VIC",103.5503,104.8951,106.2753,105.7692,100.9615,"Rest of Vic.",1505,100.0,105.6338,107.1429,100.0,100.0,99.15865,96.15385,100.9615,105.7692,109.4164,105.7692,98.19967,97.4026,100.0,96.15385,96.15385,96.15385,101.81,98.9011,104.8951,101.81,101.81,107.5619,104.1064,105.7692,116.3542,105.7692,111.6625,109.0248,105.7692,119.3634,111.6625,104.8951
"3223",106.8376,106.8376,112.1795,113.1222,"VIC",109.1476,109.1476,112.1795,122.0414,106.2753,"Rest of Vic.",1506,117.1875,125.0,120.9677,115.3846,119.0476,117.5214,104.8951,107.6923,117.5214,113.3242,113.3242,115.3846,113.6364,110.2941,108.6957,110.2941,113.6364,119.3634,119.3634,123.6264,120.4013,123.6264,113.3242,119.3634,117.5214,128.2051,124.4344,123.6264,121.4575,117.5214,123.6264,130.6241,117.3403
"3227",82.41758,72.11538,86.84864,80.12821,"VIC",89.74359,80.76923,85.47009,75.54945,76.92308,"Rest of Vic.",1510,83.33333,83.79888,87.2093,87.2093,86.2069,80.33106,76.19739,62.13018,78.34758,90.65934,83.50202,82.41758,89.28571,89.28571,89.28571,84.26966,75.0,93.55509,92.30769,92.30769,83.91608,94.83667,76.45968,81.44796,84.61538,94.83667,79.32692,88.7574,86.53846,84.61538,83.41057,96.15385,80.97166
"3228",75.91093,77.96258,77.66272,72.11538,"VIC",77.66272,80.76923,82.41758,75.54945,73.42657,"Rest of Vic.",1511,75.0,81.52174,83.33333,75.75758,76.53061,79.32692,71.4772,70.8502,81.36095,80.33106,79.32692,73.64975,75.0,77.31959,75.37688,76.53061,75.0,76.92308,73.64975,79.5756,76.92308,83.41057,81.36095,80.50089,79.82583,86.53846,79.82583,79.5756,81.44796,84.61538,82.41758,86.53846,75.25084
"3224",87.41259,90.14423,103.5503,90.14423,"VIC",105.5545,103.5503,103.5503,90.65934,103.5503,"Rest of Vic.",1507,102.7397,102.0408,101.3514,101.3514,98.68421,91.31157,96.15385,100.9615,90.65934,89.38245,90.65934,98.9011,96.77419,98.68421,94.93671,96.15385,96.15385,93.55509,96.15385,98.9011,96.15385,98.9011,93.32579,99.61262,96.15385,98.9011,90.01637,98.9011,101.81,94.71871,98.9011,98.9011,98.9011
"3225",86.10792,93.80863,100.9615,90.14423,"VIC",97.31233,92.8382,89.74359,90.65934,89.74359,"Rest of Vic.",1508,98.68421,105.6338,104.1667,94.93671,107.1429,93.32579,80.76923,80.76923,90.65934,88.14103,96.15385,91.09312,94.93671,91.46341,89.28571,85.22727,91.46341,96.15385,91.09312,98.9011,97.50813,103.3295,99.15865,96.15385,83.50202,105.6958,93.32579,106.5089,113.4931,99.15865,91.69638,100.3344,94.83667
"3335",null,null,144.2308,null,"VIC",144.2308,151.8219,144.2308,null,149.8501,"Greater Melbourne",1581,119.3634,122.1719,126.6417,129.8077,142.255,null,155.9252,153.8462,null,null,131.8681,120.7513,129.8077,129.8077,144.2308,144.2308,133.1361,122.5962,121.0826,122.5962,118.165,117.5894,null,124.7401,null,121.4575,null,121.4575,121.4575,null,null,121.4575,125.7396
"3337",163.2801,160.2564,166.0839,149.5726,"VIC",163.6051,174.8252,166.0839,160.2564,174.8252,"Greater Melbourne",1582,162.2596,162.2596,167.4938,157.3427,157.3427,174.1655,170.9402,174.8252,170.9402,174.1655,170.9402,167.4938,157.3427,157.3427,161.1991,166.0839,152.7149,169.0981,163.4615,169.0981,172.0648,167.8322,163.2801,161.9433,160.2564,170.9402,170.9402,167.8322,164.8352,163.2801,167.8322,167.8322,169.0981
"3338",154.533,157.9169,156.5934,149.5726,"VIC",156.5934,162.5135,156.5934,157.3427,164.8352,"Greater Melbourne",1583,157.3427,162.2596,162.2596,157.8209,157.3427,170.9402,164.3655,164.8352,167.8322,164.8352,164.8352,162.2596,152.7149,152.7149,161.1991,161.1991,152.7149,153.2452,156.0492,160.7818,158.1886,153.8462,157.3427,153.8462,160.2564,159.1512,170.9402,159.1512,153.8462,157.3427,164.8352,161.9433,158.1886
"3340",97.78357,97.78357,112.1795,102.1103,"VIC",110.6428,109.1476,112.1795,111.336,108.4151,"Rest of Vic.",1584,110.2941,110.2941,113.6364,107.9137,110.2941,113.3242,102.2395,103.5503,109.4164,108.4813,105.7692,108.1731,104.8951,107.1429,104.1667,104.1667,106.383,108.1731,108.1731,109.8901,108.1731,115.3846,111.336,111.6625,113.3242,115.3846,105.7692,113.4931,115.3846,105.7692,117.3403,119.3634,109.8901
"3341",null,null,null,null,"VIC",null,null,null,null,null,"Rest of Vic.",1585,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3442",82.41758,82.41758,85.92471,84.84163,"VIC",87.31809,80.76923,96.72962,90.65934,81.17511,"Rest of Vic.",1642,84.26966,89.28571,104.8951,89.28571,93.75,89.38245,77.66272,80.76923,91.31157,94.01709,83.50202,88.7574,75.0,93.75,83.33333,78.94737,85.22727,92.92721,85.47009,91.09312,81.9299,91.09312,90.65934,89.91009,90.65934,94.83667,93.32579,108.1731,92.30769,90.65934,103.3295,101.81,93.55509
"3444",99.4695,103.022,98.49906,99.4695,"VIC",97.31233,103.5503,96.15385,99.15865,96.15385,"Rest of Vic.",1643,101.3514,100.0,104.1667,98.68421,98.68421,100.7326,89.74359,93.91771,94.71871,105.7692,104.8951,91.09312,98.68421,94.93671,93.75,86.2069,94.93671,100.3344,98.9011,101.81,100.3344,106.5089,105.7692,98.9011,99.15865,108.1731,105.7692,104.8951,108.1731,97.63314,98.9011,108.1731,98.9011
"3446",null,null,null,null,"VIC",null,null,null,null,null,"Rest of Vic.",1644,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3427",null,155.9252,133.6773,null,"VIC",132.0667,144.2308,140.5325,null,134.1682,"Greater Melbourne",1630,148.3516,149.4189,148.3516,138.4615,136.6397,null,140.7129,140.7129,163.3764,null,159.1512,157.3427,129.8077,129.8077,144.2308,142.3576,133.1361,140.1099,140.1099,153.2452,146.3835,null,null,148.8834,null,159.1512,null,153.8462,144.2308,null,null,null,166.2321
"3428",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1631,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3429",139.5782,144.2308,148.1289,133.5029,"VIC",144.2308,155.9252,148.1289,138.4615,151.8219,"Greater Melbourne",1632,142.255,147.2995,148.3516,144.2308,140.3326,146.5201,147.929,151.8219,144.2308,146.5201,144.2308,149.4189,136.6397,140.3326,148.1289,144.2308,136.6397,144.2308,144.2308,148.6014,144.2308,139.8601,135.2163,139.8601,135.2163,144.2308,146.5201,139.8601,144.2308,139.5782,144.2308,144.2308,148.6014
"3430",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1633,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3431",154.533,144.2308,135.3276,null,"VIC",null,125.4181,130.4945,144.2308,139.0176,"Greater Melbourne",1634,129.8077,138.4615,null,null,126.6417,null,128.2051,118.9532,null,137.7727,null,null,115.3846,129.8077,null,null,null,136.2179,140.1099,140.1099,null,135.7466,null,null,null,131.8681,null,null,null,null,null,null,140.1099
"3433",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1635,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3434",null,146.6754,128.9593,141.7004,"VIC",null,142.4501,127.4597,137.3626,137.3626,"Greater Melbourne",1636,133.995,136.6397,144.2308,133.1361,136.6397,148.8834,134.1682,135.7466,146.5201,147.6923,153.8462,148.3516,123.6264,133.1361,137.0192,138.7537,120.7513,140.1099,null,144.2308,141.1179,135.7466,135.2163,144.2308,144.2308,136.7521,144.2308,144.2308,131.8681,146.6754,133.7793,139.8601,142.1405
"3435",135.2163,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1637,167.4938,null,null,null,null,153.8462,null,134.1682,null,null,135.7466,133.1361,null,147.2995,146.1538,null,null,null,null,null,null,148.8834,null,148.8834,null,null,null,null,144.2308,null,153.8462,null,null
"3437",120.1923,120.1923,115.3846,113.7595,"VIC",120.4565,135.7466,121.7949,115.3846,122.7496,"Greater Melbourne",1638,125.1158,123.6264,133.1361,120.7513,115.3846,128.2051,118.9532,104.8951,131.8681,131.8681,127.321,133.1361,120.7513,116.6811,121.7949,121.7949,115.3846,119.606,125.7396,132.5364,121.8347,121.4575,131.1189,121.4575,116.9439,131.8681,131.8681,124.7401,121.4703,116.9439,126.4489,131.8681,134.3519
"3438",null,null,114.1827,null,"VIC",null,null,110.7226,null,null,"Greater Melbourne",1639,null,120.7513,null,109.3117,null,null,null,null,null,null,104.8951,null,null,null,99.65035,null,null,106.6054,null,null,124.148,null,null,null,null,131.8681,null,null,null,null,null,null,null
"3440",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1640,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3441",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1641,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3458",null,null,null,108.8534,"VIC",null,null,100.9615,null,null,"Rest of Vic.",1650,null,96.15385,null,93.75,null,null,null,null,null,null,null,null,null,91.46341,94.93671,90.89256,90.36145,null,null,null,null,null,null,null,null,null,null,null,null,null,108.1731,null,null
"3461",110.9467,101.2146,109.1476,103.022,"VIC",130.273,117.0569,115.0559,107.5619,null,"Rest of Vic.",1652,108.6957,110.2941,119.0476,105.6338,113.6364,107.5619,null,107.6923,105.7692,102.3573,109.4164,120.4013,98.68421,107.1429,110.2941,109.4891,104.1667,103.3295,100.3344,106.5089,104.8951,115.3846,116.4432,110.7692,110.3679,123.6264,113.3242,115.3846,113.4931,108.4813,115.3846,115.3846,105.6958
"3521",null,null,null,null,"VIC",null,null,null,null,null,"Rest of Vic.",1684,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3711",null,null,null,null,"VIC",null,null,null,null,null,"Rest of Vic.",1789,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3712",null,null,null,null,"VIC",null,null,null,null,null,"Rest of Vic.",1790,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3713",null,null,null,null,"VIC",null,null,null,null,139.2573,"Rest of Vic.",1791,null,150.0,null,null,null,null,null,null,null,null,null,147.2995,null,null,133.9286,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3714",144.2308,131.1189,136.897,131.1189,"VIC",133.5912,136.897,136.897,137.9599,130.273,"Rest of Vic.",1792,153.0612,148.5149,153.0612,144.2308,150.0,137.9599,118.7783,136.897,156.6952,132.2115,141.0256,138.4615,144.2308,161.2903,127.1186,125.0,133.9286,157.3427,131.8681,157.3427,138.4615,141.2873,151.0989,147.2995,144.2308,144.2308,132.2115,141.2873,141.2873,145.8886,142.7439,138.4615,138.4615
"3717",108.8534,113.1222,115.3846,115.3846,"VIC",144.2308,115.3846,121.4575,null,117.0569,"Rest of Vic.",1794,127.1186,120.9677,131.5789,110.2941,null,null,115.3846,112.1795,null,119.7388,null,125.8741,125.0,null,122.9508,119.0476,125.0,null,null,null,130.6241,128.2051,null,125.8741,null,null,126.9231,null,null,124.4344,128.2051,null,null
"3719",null,null,null,null,"VIC",null,null,null,null,null,"Rest of Vic.",1795,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3723",null,null,126.2019,null,"VIC",null,106.2753,104.8951,null,null,"Rest of Vic.",1798,null,null,133.9286,117.1875,null,null,115.3846,null,null,null,null,null,null,null,null,107.1429,null,null,null,null,115.3846,130.6241,104.0353,null,null,null,null,null,null,null,null,153.8462,null
"3752",123.6264,123.6264,137.0192,112.1795,"VIC",140.5325,144.2308,137.0192,123.6264,144.2308,"Greater Melbourne",1817,136.6397,136.6397,140.3326,136.6397,131.4508,131.8681,144.2308,144.2308,131.8681,131.8681,131.8681,140.3326,129.8077,136.6397,140.5325,141.4392,133.1361,136.2179,132.5364,136.2179,137.1705,128.2051,125.2366,131.8681,123.6264,135.7466,135.7466,131.8681,131.8681,123.6264,131.8681,131.8681,136.2179
"3766",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1830,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3750",null,null,137.0192,null,"VIC",140.5325,144.2308,137.0192,null,144.2308,"Greater Melbourne",1815,142.255,137.5446,152.7149,136.6397,129.8077,136.7521,147.929,144.2308,136.7521,135.7466,135.7466,148.3516,136.6397,133.1361,140.5325,137.0192,129.8077,140.1099,140.1099,149.7358,142.1405,131.8681,121.8852,136.7521,null,131.8681,133.7793,131.8681,135.7466,131.1189,137.7727,137.7727,153.2452
"3751",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1816,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3753",null,null,137.0192,null,"VIC",142.3576,142.4501,137.0192,null,146.9868,"Greater Melbourne",1818,136.6397,128.2051,140.3326,129.8077,133.1361,null,137.3626,148.8834,null,null,null,136.6397,123.6264,131.4508,137.0192,133.6773,126.6417,166.2321,130.7692,null,154.4518,131.8681,null,124.7401,null,null,null,null,null,null,null,null,null
"3754",116.9439,120.1923,138.7537,112.1795,"VIC",140.5325,147.929,142.3576,123.6264,147.929,"Greater Melbourne",1819,140.3326,140.3326,144.2308,136.6397,136.6397,135.7466,144.2308,144.4113,137.7727,139.8601,139.8601,146.2622,136.6397,133.1361,137.0192,141.4392,136.6397,140.1099,136.2179,140.1099,140.1099,135.7466,127.2624,131.8681,123.6264,135.7466,135.7466,131.8681,135.7466,127.2624,135.7466,135.7466,140.1099
"3755",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1820,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3756",137.3626,135.2163,150.1581,126.2019,"VIC",152.2436,155.9252,150.1581,131.1189,151.8219,"Greater Melbourne",1821,148.3516,152.7149,152.7149,152.7149,148.3516,146.5201,147.929,153.8462,153.8462,144.2308,153.8462,157.3427,148.3516,145.2394,156.5934,156.5934,148.3516,148.6014,148.6014,148.6014,146.3835,146.5201,127.2624,139.8601,139.5782,148.8834,144.2308,144.2308,144.2308,139.5782,144.2308,144.2308,148.6014
"3757",133.1361,132.1198,152.2436,118.7783,"VIC",142.3576,164.8352,147.1347,123.6264,146.0565,"Greater Melbourne",1822,144.2308,142.255,144.2308,138.4615,140.3326,148.8834,150.8296,148.8834,153.8462,144.2308,137.7727,152.7149,140.3326,148.3516,140.5325,154.3879,142.255,137.1705,129.0486,140.1099,144.2308,144.2308,141.8663,135.7466,135.2163,139.8601,145.3664,142.0118,142.0118,137.3626,144.2308,151.3241,146.3835
"3765",null,135.2163,127.4597,null,"VIC",null,139.0176,137.0192,129.1619,null,"Greater Melbourne",1829,136.6397,null,null,null,null,null,null,null,null,131.8681,null,126.6417,120.7513,140.3326,133.6773,null,null,138.1365,132.5364,124.148,127.3726,137.7727,null,115.3846,115.3846,null,null,null,115.3846,135.2163,144.2308,124.7401,null
"3758",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1823,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3767",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1831,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3770",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1832,null,null,null,null,null,144.2308,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3759",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3760",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1825,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3775",127.2624,null,null,115.3846,"VIC",135.3276,null,null,134.1682,null,"Greater Melbourne",1833,134.8651,129.8077,136.6397,138.4615,null,131.8681,null,135.7466,139.8601,123.0769,131.8681,126.6417,null,133.995,null,150.1581,138.4615,125.7396,130.7692,null,150.8876,137.7727,123.6264,null,133.1361,130.0108,135.7466,null,null,128.2051,null,139.8601,null
