geography_name,rai_cityadjusted_total_2011_q2,rai_cityadjusted_total_2011_q3,rai_cityadjusted_total_2020_q1,rai_cityadjusted_total_2011_q1,state,rai_cityadjusted_total_2019_q4,rai_cityadjusted_total_2020_q3,rai_cityadjusted_total_2020_q2,rai_cityadjusted_total_2011_q4,rai_cityadjusted_total_2020_q4,city,unique_id,rai_cityadjusted_total_2017_q4,rai_cityadjusted_total_2017_q3,rai_cityadjusted_total_2017_q2,rai_cityadjusted_total_2018_q1,rai_cityadjusted_total_2018_q2,rai_cityadjusted_total_2013_q1,rai_cityadjusted_total_2021_q2,rai_cityadjusted_total_2021_q1,rai_cityadjusted_total_2013_q3,rai_cityadjusted_total_2013_q2,rai_cityadjusted_total_2013_q4,rai_cityadjusted_total_2017_q1,rai_cityadjusted_total_2018_q4,rai_cityadjusted_total_2018_q3,rai_cityadjusted_total_2019_q3,rai_cityadjusted_total_2019_q2,rai_cityadjusted_total_2019_q1,rai_cityadjusted_total_2016_q3,rai_cityadjusted_total_2016_q4,rai_cityadjusted_total_2016_q1,rai_cityadjusted_total_2016_q2,rai_cityadjusted_total_2015_q2,rai_cityadjusted_total_2012_q2,rai_cityadjusted_total_2015_q3,rai_cityadjusted_total_2012_q1,rai_cityadjusted_total_2014_q3,rai_cityadjusted_total_2012_q4,rai_cityadjusted_total_2015_q1,rai_cityadjusted_total_2014_q4,rai_cityadjusted_total_2012_q3,rai_cityadjusted_total_2014_q1,rai_cityadjusted_total_2014_q2,rai_cityadjusted_total_2015_q4
"3777",144.2308,144.2308,146.1538,134.6154,"VIC",141.4392,155.9252,137.0192,135.2163,139.0176,"Greater Melbourne",1834,136.6397,150.5017,144.2308,142.255,140.3326,135.7466,137.3626,151.8219,144.2308,147.6923,135.7466,150.5017,136.6397,136.6397,148.1289,144.2308,136.6397,137.1705,138.1365,140.1099,140.1099,134.7558,144.2308,135.7466,144.2308,142.0118,144.2308,135.7466,131.8681,131.1189,144.2308,148.8834,140.1099
"3778",null,null,null,null,"VIC",null,null,null,null,null,"Rest of Vic.",1835,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3761",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1826,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3763",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1827,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3764",103.022,96.15385,113.7595,103.022,"VIC",118.7783,112.1795,115.3846,105.7692,112.1795,"Rest of Vic.",1828,110.2941,113.6364,113.6364,107.1429,108.6957,113.3242,115.3846,106.2753,109.4164,110.3679,106.658,111.6625,110.2941,110.2941,107.1429,110.2941,107.1429,115.3846,111.6625,119.3634,115.3846,119.3634,100.7326,115.3846,109.4164,123.6264,105.7692,123.6264,123.6264,105.7692,123.6264,119.3634,115.3846
"3779",null,null,null,null,"VIC",null,null,null,null,null,"Rest of Vic.",1836,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3781",127.2624,138.4615,143.2881,null,"VIC",null,null,null,151.8219,null,"Greater Melbourne",1837,null,null,148.3516,null,136.6397,145.3664,null,null,135.7466,144.2308,144.2308,null,140.3326,136.6397,144.2308,142.3576,136.6397,136.2179,null,140.1099,147.4841,null,129.1619,null,null,153.8462,148.8834,129.1017,136.7521,146.6754,130.9329,147.6923,134.3519
"3782",146.6754,129.1619,117.2357,118.7783,"VIC",121.7949,null,130.4945,116.9439,null,"Greater Melbourne",1838,128.2051,134.8651,136.6397,120.7513,123.6264,136.7521,120.1923,null,124.7401,126.4489,131.8681,138.4615,133.995,120.7513,127.4597,128.9593,123.6264,132.5364,129.0486,144.2308,122.5962,124.7401,113.8664,126.4489,108.1731,117.5894,144.2308,126.4489,115.3846,134.1682,128.2051,131.8681,121.8347
"3783",null,null,144.2308,null,"VIC",null,null,null,null,null,"Greater Melbourne",1839,null,null,null,129.8077,null,null,null,null,null,null,null,null,null,null,137.0192,148.1289,140.3326,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3785",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1840,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3786",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1841,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3787",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1842,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3788",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1843,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,128.2051,null,null,132.5364,null,null,null,null,131.1189,null,null,118.3432,109.8901,null,null,128.2051,null
"3789",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1844,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3792",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1846,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3791",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1845,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3793",135.2163,null,140.5325,null,"VIC",130.4945,null,null,119.3634,null,"Greater Melbourne",1847,120.7513,129.8077,131.4508,null,null,144.2308,null,null,139.8601,132.8168,null,123.6264,123.6264,null,null,144.2308,125.8741,null,124.9388,null,117.4574,131.8681,127.2624,null,116.9439,125.5887,134.7558,null,131.8681,133.1361,148.8834,133.7793,144.2308
"3795",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1848,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3796",133.1361,125.4181,137.881,113.7595,"VIC",150.1581,144.2308,136.1682,135.2163,137.3626,"Greater Melbourne",1849,157.3427,134.8651,134.8651,144.2308,136.6397,133.7793,158.0611,198.939,132.8168,123.0769,135.7466,146.2622,152.7149,142.255,142.3576,137.0192,129.8077,146.3835,130.7692,144.2308,146.3835,159.1512,133.1361,209.7902,116.9439,144.2308,133.7793,125.5887,139.8601,135.2163,130.0108,133.7793,143.178
"3797",188.1271,173.0769,128.9593,null,"VIC",null,null,154.3879,null,155.9252,"Greater Melbourne",1850,null,150.5017,173.0769,164.8352,null,148.8834,null,null,170.9402,153.8462,148.8834,167.4938,162.2596,152.7149,null,137.0192,123.6264,155.6777,163.4615,144.2308,166.2321,144.2308,166.4201,156.4537,null,159.1512,161.9433,159.1512,135.7466,null,148.8834,146.5201,155.6777
"3799",109.8901,110.9467,117.0569,110.9467,"VIC",110.6428,122.3776,112.1795,110.3679,106.2753,"Rest of Vic.",1851,120.9677,120.9677,125.0,113.6364,117.1875,115.3846,106.567,115.3846,122.0414,113.3242,118.6197,111.6625,110.2941,125.0,107.1429,107.1429,107.1429,119.5592,123.6264,119.3634,119.3634,128.2051,122.0414,123.6264,126.9231,131.8681,117.5214,123.6264,129.4033,120.8791,130.6241,128.2051,123.6264
"3800",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1852,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3809",null,127.2624,140.5325,118.7783,"VIC",144.2308,146.9868,137.0192,123.6264,147.929,"Greater Melbourne",1860,133.1361,140.3326,138.4615,133.1361,133.1361,131.8681,140.7129,146.0565,131.8681,135.7466,128.2051,133.995,136.6397,134.8651,144.2308,144.2308,134.8651,129.0486,125.7396,129.0486,129.0486,128.2051,120.1923,131.8681,120.1923,128.2051,135.7466,128.2051,128.2051,123.6264,128.2051,130.9329,130.7692
"3802",135.2163,135.2163,137.0192,126.2019,"VIC",144.2308,146.9868,133.6773,127.2624,147.929,"Greater Melbourne",1853,133.1361,133.995,140.3326,139.204,133.1361,139.8601,144.2308,147.929,138.8086,139.8601,134.7558,138.4615,133.1361,136.6397,140.5325,140.5325,129.8077,130.7692,132.5364,136.2179,136.2179,131.8681,129.1619,131.8681,130.133,131.8681,144.2308,131.8681,135.7466,131.1189,135.7466,135.7466,132.5364
"3803",131.1189,138.4615,146.1538,130.273,"VIC",152.2436,155.9252,142.3576,131.1189,151.8219,"Greater Melbourne",1854,148.3516,144.2308,144.2308,136.6397,139.3908,142.0118,147.929,144.2308,144.2308,139.8601,144.2308,148.3516,141.2873,136.6397,148.1289,148.1289,138.4615,142.1405,144.2308,144.2308,140.1099,136.7521,137.3626,135.7466,135.2163,135.7466,144.2308,135.7466,135.7466,135.2163,135.7466,135.7466,144.2308
"3804",null,null,113.0056,null,"VIC",null,null,null,null,null,"Greater Melbourne",1855,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,91.09312,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3805",135.2163,127.2624,144.2308,122.3776,"VIC",140.5325,151.8219,144.2308,131.1189,149.6558,"Greater Melbourne",1856,138.4615,136.6397,140.3326,138.4615,139.3908,139.8601,144.2308,146.0565,135.7466,139.8601,135.7466,144.2308,140.3326,136.6397,144.2308,143.2881,136.6397,136.2179,132.5364,136.2179,136.2179,131.8681,131.1189,128.2051,131.1189,135.7466,139.8601,135.7466,131.8681,131.1189,139.8601,131.8681,136.2179
"3806",123.6264,120.1923,133.6773,113.7595,"VIC",133.6773,140.7129,137.0192,123.6264,144.2308,"Greater Melbourne",1857,129.8077,129.8077,129.8077,129.8077,126.6417,135.7466,133.3926,137.3626,128.2051,131.8681,128.2051,129.8077,126.6417,129.8077,137.0192,137.0192,129.8077,125.7396,125.7396,129.0486,125.7396,121.4575,120.1923,121.4575,123.6264,128.2051,133.7793,122.2618,124.7401,123.6264,131.8681,128.2051,125.7396
"3807",126.3335,127.2624,137.0192,126.2019,"VIC",138.7537,167.2241,138.7537,124.5158,153.8462,"Greater Melbourne",1858,135.7466,123.6264,123.6264,136.6397,130.6241,133.7793,143.3349,140.7129,138.8086,126.4489,146.5201,123.6264,133.1361,126.6417,138.7537,137.0192,134.8651,134.3519,123.3672,125.7396,125.7396,122.2618,123.6264,122.2618,125.4181,121.4575,146.5201,108.5973,133.7793,123.6264,121.4575,138.8086,134.3519
"3808",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1859,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3810",139.5782,139.5782,156.5934,134.6154,"VIC",156.5934,164.8352,156.5934,139.5782,160.2564,"Greater Melbourne",1861,148.3516,148.3516,148.3516,148.3516,148.3516,153.8462,155.9252,160.2564,148.8834,153.8462,145.3664,152.7149,148.3516,148.3516,156.5934,156.5934,148.3516,144.2308,144.2308,148.6014,148.6014,144.2308,144.2308,139.8601,139.5782,144.2308,151.3241,144.2308,144.2308,144.2308,148.8834,148.8834,146.3835
"3812",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1862,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3813",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1863,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3814",154.533,166.4201,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1864,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3815",null,null,null,null,"VIC",null,162.5135,156.5934,null,null,"Greater Melbourne",1865,null,null,null,148.3516,null,null,null,null,null,null,null,null,null,148.3516,null,null,null,null,null,null,null,null,127.2624,null,null,null,null,null,null,null,null,null,null
"3816",null,115.3846,112.1795,null,"VIC",110.6428,122.3776,122.3776,null,118.7783,"Rest of Vic.",1866,115.3846,120.9677,null,null,118.1102,132.2115,106.2753,113.7595,null,119.7388,null,null,111.9403,null,113.6364,113.6364,108.6957,119.3634,108.1731,109.0248,123.6264,116.3542,null,null,null,115.3846,null,113.4931,119.3634,null,115.3846,111.6625,108.1731
"3818",106.8376,99.4695,115.3846,110.9467,"VIC",122.3776,115.3846,115.3846,105.7692,110.6428,"Rest of Vic.",1867,113.6364,110.2941,114.5038,110.2941,107.9137,113.3242,106.2753,106.2753,122.0414,109.4164,106.658,108.1731,107.1429,109.4891,107.1429,107.1429,110.2941,115.3846,111.6625,108.1731,111.6625,119.3634,117.5214,127.0289,113.3242,119.3634,109.4164,117.3403,119.3634,113.3242,119.3634,123.6264,108.1731
"3820",110.9467,110.9467,109.1476,115.3846,"VIC",122.3776,109.1476,109.1476,126.9231,106.2753,"Rest of Vic.",1868,117.1875,117.1875,125.0,117.1875,110.2941,117.5214,102.2395,109.1476,122.0414,117.5214,113.3242,111.6625,107.1429,113.6364,107.1429,105.6338,113.6364,111.6625,115.3846,115.3846,115.3846,121.4575,122.0414,123.6264,122.0414,128.2051,113.3242,119.3634,121.4575,117.5214,120.4013,123.6264,119.3634
"3821",null,null,149.5726,null,"VIC",null,null,null,null,null,"Rest of Vic.",1869,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3913",135.2163,146.6754,138.7537,null,"VIC",null,null,null,null,null,"Greater Melbourne",1922,null,133.1361,null,null,129.8077,150.0938,null,null,167.8322,null,135.7466,null,null,136.6397,null,121.7949,null,null,148.6014,null,144.2308,131.8681,133.1361,null,135.2163,null,148.8834,null,142.0118,151.8219,156.4537,null,null
"3910",135.2163,144.2308,142.3576,130.273,"VIC",152.2436,149.8501,152.2436,139.5782,152.8273,"Greater Melbourne",1919,148.3516,152.7149,157.3427,148.3516,148.3516,148.8834,152.8273,160.2564,144.2308,148.8834,148.8834,150.5017,144.2308,144.2308,152.2436,152.2436,144.2308,150.8876,148.6014,152.0572,153.2452,144.2308,139.5782,142.0118,141.8663,148.8834,144.2308,140.9278,144.2308,139.5782,147.6923,144.2308,153.2452
"3915",145.4428,149.2042,140.5325,139.2573,"VIC",152.2436,164.8352,156.5934,154.533,155.9252,"Greater Melbourne",1923,152.7149,150.5017,162.2596,152.7149,148.3516,157.7909,151.8219,151.8219,161.9433,166.3202,159.1512,161.0018,146.2622,146.2622,156.5934,154.3879,148.3516,158.1886,153.2452,163.4615,153.2452,153.8462,149.2042,159.1512,149.2042,148.8834,161.9433,151.3241,159.1512,149.2042,159.1512,161.9433,163.4615
"3833",null,null,null,null,"VIC",null,null,null,null,null,"Rest of Vic.",1876,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3921",null,null,null,null,"VIC",null,null,null,null,null,"Rest of Vic.",1928,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3922",103.022,103.9501,112.1795,103.022,"VIC",115.3846,115.3846,118.7783,115.3846,115.3846,"Rest of Vic.",1929,113.6364,127.1186,125.0,114.5038,113.6364,122.0414,103.5503,103.5503,122.0414,122.0414,122.0414,115.3846,113.6364,117.1875,110.2941,115.3846,113.6364,117.3403,115.3846,127.0289,119.3634,123.6264,122.0414,133.1361,109.4164,138.4615,126.9231,133.1361,133.1361,117.5214,128.2051,130.6241,119.3634
"3923",null,null,null,null,"VIC",null,null,null,null,null,"Rest of Vic.",1930,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3911",null,144.2308,null,null,"VIC",null,null,132.0667,null,131.1189,"Greater Melbourne",1920,null,140.3326,null,null,133.1361,146.5201,null,null,140.9278,null,null,null,133.995,129.8077,133.6773,135.3276,null,null,130.7692,null,147.4841,null,127.2624,null,151.8219,null,null,null,151.3241,null,148.8834,null,null
"3926",123.6264,103.022,111.8524,null,"VIC",109.6154,null,null,127.2624,null,"Greater Melbourne",1932,null,112.8763,null,null,null,null,110.9467,null,133.7793,123.0769,null,null,114.1167,null,128.9593,104.3956,null,119.606,null,106.6054,null,null,null,113.9601,122.7496,null,133.7793,null,null,null,null,null,null
"3912",139.5782,127.2624,130.4945,122.3776,"VIC",138.7537,137.3626,139.6374,139.5782,134.9528,"Greater Melbourne",1921,140.3326,138.4615,138.4615,133.1361,135.7466,135.7466,128.2051,137.3626,133.7793,133.7793,135.7466,136.6397,135.7466,136.6397,133.6773,132.0667,129.8077,133.438,136.2179,132.5364,134.3519,135.7466,132.1198,127.321,134.1682,136.7521,144.2308,130.0108,131.8681,127.2624,130.0108,130.9329,132.5364
"3916",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1924,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3918",null,139.5782,132.8671,null,"VIC",130.4945,null,116.6121,null,129.6456,"Greater Melbourne",1925,136.6397,null,140.3326,null,120.7513,138.8086,124.0695,null,null,144.2308,146.5201,150.5017,136.6397,null,130.4945,127.4597,126.6417,null,142.1405,null,null,null,123.6264,153.8462,151.8219,null,null,null,137.7727,133.1361,142.0118,131.8681,150.8876
"3919",154.533,151.8219,148.1289,134.6154,"VIC",140.5325,158.0611,null,154.533,153.8462,"Greater Melbourne",1926,154.9943,152.7149,144.2308,143.2361,152.7149,163.3764,null,151.8219,167.8322,164.8352,159.1512,144.2308,152.7149,146.2622,148.1289,152.2436,144.2308,158.1886,158.1886,148.6014,153.2452,159.1512,146.6754,157.7909,146.6754,155.139,170.9402,156.4537,153.8462,149.2042,159.1512,159.1512,169.0981
"3920",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1927,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3927",null,null,null,null,"VIC",null,null,105.3994,null,null,"Greater Melbourne",1933,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,115.3846,null,121.4575,null,null,null,null,null,121.4575,null,null,null,null,null
"3928",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1934,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3929",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1935,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,64.9516,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3930",87.41259,98.9011,83.04196,91.78322,"VIC",91.34615,84.22235,84.97317,98.33916,78.22686,"Greater Melbourne",1936,79.88166,96.15385,107.0579,85.1198,94.40559,102.5641,88.7574,86.10792,93.24009,95.65564,95.16257,92.71978,86.53846,98.9011,91.34615,92.89439,98.9011,89.16084,89.16084,98.07692,114.0429,98.19967,108.1731,83.91608,98.33916,95.65564,94.67456,92.30769,83.91608,91.09312,102.5641,108.5973,88.35759
"3931",126.3335,123.6264,114.1827,118.7783,"VIC",126.723,116.5501,127.4597,123.6264,116.5501,"Greater Melbourne",1937,122.8949,125.1158,126.6417,120.7513,120.7513,124.7401,115.3846,115.3846,128.2051,130.0108,131.8681,115.3846,114.1167,118.007,124.5629,121.7949,114.1167,124.148,119.606,129.0486,127.3726,121.4575,120.1923,118.3432,123.6264,128.2051,131.8681,118.3432,121.4575,125.4181,122.2618,128.2051,122.5962
"3933",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1938,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3934",109.5424,106.8376,105.3994,103.5503,"VIC",111.2847,104.8951,103.4107,113.8664,102.4312,"Greater Melbourne",1939,110.4746,104.8951,107.6126,103.8462,104.8951,115.3846,99.4695,103.022,109.8901,115.3846,115.3846,108.1731,97.96807,104.8951,110.7226,101.4957,99.85207,108.9744,104.8951,102.1635,102.6983,101.9975,113.8664,106.1008,108.1731,104.3025,116.8452,106.1008,109.8901,108.1731,109.8901,109.8901,116.7582
"3936",131.1189,144.2308,127.4597,130.273,"VIC",126.723,121.4575,130.4945,139.5782,120.1923,"Greater Melbourne",1940,125.8741,123.6264,129.8077,123.6264,123.6264,136.7521,102.1103,120.1923,139.8601,134.7558,144.2308,129.8077,123.6264,126.6417,124.5629,130.4945,129.8077,131.6469,122.5962,129.0486,136.2179,131.8681,135.2163,124.7401,135.2163,131.8681,144.2308,128.2051,133.7793,137.3626,135.7466,138.8086,139.1162
"3937",null,null,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1941,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3976",144.2308,139.5782,148.1289,132.4086,"VIC",152.2436,160.2564,156.5934,139.5782,158.0611,"Greater Melbourne",1964,148.3516,148.3516,149.4189,144.2308,146.2622,144.2308,155.9252,158.0611,146.5201,148.8834,144.2308,152.7149,144.2308,144.2308,152.2436,153.3082,147.2995,148.6014,144.2308,148.6014,148.6014,144.2308,139.5782,144.2308,139.5782,144.2308,151.3241,143.1127,144.2308,139.5782,144.2308,144.2308,153.2452
"3938",146.6754,140.7129,null,120.5511,"VIC",121.7949,137.3626,133.6773,149.2042,122.7496,"Greater Melbourne",1942,133.995,144.2308,118.007,123.6264,120.7513,159.1512,140.7129,null,146.5201,157.7909,116.8452,144.2308,118.007,130.6241,130.4945,146.1538,129.8077,114.0429,129.0486,null,144.2308,144.2308,135.2163,121.4575,144.2308,145.3664,144.2308,126.4489,127.321,135.2163,144.2308,146.5201,125.7396
"3939",158.7862,157.3427,152.2436,142.9544,"VIC",148.1289,155.9252,143.2881,160.2564,137.3626,"Greater Melbourne",1943,148.3516,152.7149,148.3516,148.3516,146.2622,159.1512,137.3626,144.2308,159.1512,159.1512,164.8352,152.7149,136.6397,148.3516,154.3879,152.2436,145.2394,148.6014,153.2452,150.8876,153.2452,153.8462,154.533,153.8462,154.533,159.1512,161.9433,153.8462,153.8462,160.2564,153.8462,156.4537,153.2452
"3940",149.2042,154.533,152.2436,139.2573,"VIC",154.3879,155.9252,156.5934,151.8219,151.8219,"Greater Melbourne",1944,148.3516,152.7149,152.7149,148.3516,148.3516,159.1512,144.2308,147.929,164.8352,161.9433,164.8352,148.3516,148.3516,156.1596,156.5934,163.6051,140.3326,158.1886,158.1886,144.2308,148.6014,153.8462,154.533,153.8462,160.2564,161.9433,164.8352,144.2308,153.8462,145.4428,153.8462,153.8462,153.2452
"3941",146.6754,157.3427,137.0192,139.2573,"VIC",147.1347,146.0565,140.5325,154.533,134.1682,"Greater Melbourne",1945,144.2308,144.2308,148.3516,133.1361,138.4615,156.4537,122.7496,128.2051,153.8462,153.8462,153.8462,142.255,133.1361,140.3326,152.2436,140.5325,133.1361,144.2308,140.1099,144.2308,144.2308,143.54,145.4428,144.2308,144.2308,144.2308,157.7909,139.8601,153.8462,145.4428,148.8834,144.2308,158.1886
"3942",135.2163,141.8663,121.7949,null,"VIC",127.4597,122.2295,119.1472,141.8663,null,"Greater Melbourne",1946,129.8077,137.5446,120.7513,136.6397,129.8077,144.2308,117.1417,115.3846,139.8601,144.2308,144.2308,129.8077,118.007,120.7513,130.4945,121.7949,120.7513,130.7692,125.7396,108.9744,140.0899,131.8681,144.2308,125.5887,131.1189,130.9329,144.2308,146.5201,131.8681,123.6264,133.7793,118.3432,134.3519
"3943",131.1189,157.3427,91.34615,null,"VIC",86.74162,79.03056,79.43144,96.15385,93.80863,"Greater Melbourne",1947,94.40559,112.2661,108.7394,null,null,null,82.41758,92.30769,102.5641,96.15385,102.5641,null,94.40559,103.8462,105.3994,null,null,100.5917,104.8951,106.6054,104.8951,92.30769,null,108.5973,null,112.5704,104.3025,null,102.5641,96.15385,92.30769,115.3846,89.16084
"3944",null,86.53846,null,null,"VIC",null,null,null,null,null,"Greater Melbourne",1948,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,85.28428,null,null,null,null,null,null,null,66.17039,null,63.49233,null,null,null,null
"3977",127.2624,131.1189,144.2308,122.3776,"VIC",144.2308,147.929,142.3576,125.4181,147.929,"Greater Melbourne",1965,138.4615,136.6397,138.4615,136.6397,144.2308,135.7466,144.2308,147.929,135.7466,131.8681,131.8681,136.6397,136.6397,136.6397,144.2308,144.2308,136.6397,136.2179,132.5364,136.2179,132.5364,131.8681,131.1189,131.8681,131.1189,131.8681,139.8601,131.8681,131.8681,131.1189,133.7793,131.8681,136.2179
"3945",null,null,null,null,"VIC",null,null,null,null,null,"Rest of Vic.",1949,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3978",null,null,137.0192,null,"VIC",137.0192,144.2308,137.0192,null,144.2308,"Greater Melbourne",1966,129.8077,131.4508,131.4508,129.8077,129.8077,123.0769,137.3626,140.7129,121.4575,123.0769,121.4575,129.8077,129.8077,129.8077,140.5325,138.7537,129.8077,127.3726,122.5962,125.7396,125.7396,118.3432,116.159,118.3432,null,121.4575,126.4489,121.4575,121.4575,120.1923,121.4575,118.3432,125.7396
"3979",null,null,null,null,"VIC",null,null,null,null,null,"Rest of Vic.",1967,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"3980",null,null,null,null,"VIC",138.7537,155.9252,null,null,null,"Greater Melbourne",1968,null,144.2308,null,null,null,144.2308,null,null,null,148.8834,null,null,138.4615,null,146.1538,152.2436,null,136.2179,null,null,160.7818,null,null,null,null,null,null,null,null,null,null,null,null
"3981",166.4201,null,148.1289,139.2573,"VIC",161.1991,162.5135,154.3879,149.2042,160.2564,"Greater Melbourne",1969,151.6002,157.3427,148.3516,150.5017,144.2308,177.5148,128.2051,139.0176,164.8352,164.8352,167.8322,173.0769,141.2873,152.7149,156.5934,140.5325,162.2596,158.1886,163.4615,144.2308,140.5738,142.0118,149.2042,142.0118,149.2042,160.5351,164.8352,153.8462,156.4537,164.8352,153.8462,159.1512,175.1374
"3984",115.3846,115.3846,118.7783,115.3846,"VIC",126.2019,118.7783,117.0569,115.3846,120.5511,"Rest of Vic.",1970,120.9677,125.0,129.3103,114.5038,125.0,126.9231,107.6923,115.3846,135.0245,126.9231,126.9231,123.6264,117.1875,125.0,119.0476,117.1875,107.1429,123.6264,115.3846,133.1361,121.4575,138.4615,126.9231,133.1361,122.0414,125.8741,124.4344,129.4033,128.2051,126.9231,138.4615,133.1361,134.4287
"3950",120.1923,131.1189,134.6154,120.1923,"VIC",126.2019,126.2019,126.2019,132.2115,120.5511,"Rest of Vic.",1950,144.2308,125.0,138.8889,136.3636,127.1186,137.9599,100.9615,122.3776,132.2115,137.9599,126.9231,144.2308,131.5789,133.9286,125.0,119.0476,125.0,144.2308,135.7466,133.1361,138.4615,128.2051,137.9599,144.2308,144.2308,141.2873,124.4344,141.2873,138.4615,126.9231,138.4615,150.5017,144.2308
